"chembl_id","who_name","level1","level2","level3","level4","level5","level1_description","level2_description","level3_description","level4_description"
"CHEMBL1265","adapalene, combinations","D","D10","D10A","D10AD","D10AD53","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Retinoids for topical use in acne"
"CHEMBL1266","tetryzoline","S","S01","S01G","S01GA","S01GA02","SENSORY ORGANS","OPHTHALMOLOGICALS","DECONGESTANTS AND ANTIALLERGICS","Sympathomimetics used as decongestants"
"CHEMBL1266","tetryzoline, combinations","S","S01","S01G","S01GA","S01GA52","SENSORY ORGANS","OPHTHALMOLOGICALS","DECONGESTANTS AND ANTIALLERGICS","Sympathomimetics used as decongestants"
"CHEMBL1266","tetryzoline","R","R01","R01A","R01AA","R01AA06","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Sympathomimetics, plain"
"CHEMBL1266","tetryzoline","R","R01","R01A","R01AB","R01AB03","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Sympathomimetics, combinations excl. corticosteroids"
"CHEMBL1269025","edoxaban","B","B01","B01A","B01AF","B01AF03","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Direct factor Xa inhibitors"
"CHEMBL127","meropenem","J","J01","J01D","J01DH","J01DH02","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Carbapenems"
"CHEMBL12713","sertindole","N","N05","N05A","N05AE","N05AE03","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Indole derivatives"
"CHEMBL1272","repaglinide","A","A10","A10B","A10BX","A10BX02","ALIMENTARY TRACT AND METABOLISM","DRUGS USED IN DIABETES","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Other blood glucose lowering drugs, excl. insulins"
"CHEMBL127300","hexobendine","C","C01","C01D","C01DX","C01DX06","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","VASODILATORS USED IN CARDIAC DISEASES","Other vasodilators used in cardiac diseases"
"CHEMBL1274","nilutamide","L","L02","L02B","L02BB","L02BB02","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ENDOCRINE THERAPY","HORMONE ANTAGONISTS AND RELATED AGENTS","Anti-androgens"
"CHEMBL127592","oxetacaine","C","C05","C05A","C05AD","C05AD06","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","Local anesthetics"
"CHEMBL1276010","undecylenic acid, combinations","D","D01","D01A","D01AE","D01AE54","DERMATOLOGICALS","ANTIFUNGALS FOR DERMATOLOGICAL USE","ANTIFUNGALS FOR TOPICAL USE","Other antifungals for topical use"
"CHEMBL1276010","undecylenic acid","D","D01","D01A","D01AE","D01AE04","DERMATOLOGICALS","ANTIFUNGALS FOR DERMATOLOGICAL USE","ANTIFUNGALS FOR TOPICAL USE","Other antifungals for topical use"
"CHEMBL1276308","mifepristone","G","G03","G03X","G03XB","G03XB01","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","Progesterone receptor modulators"
"CHEMBL1276308","mifepristone, combinations","G","G03","G03X","G03XB","G03XB51","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","Progesterone receptor modulators"
"CHEMBL1276310","temocillin","J","J01","J01C","J01CA","J01CA17","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Penicillins with extended spectrum"
"CHEMBL1276342","cefminox","J","J01","J01D","J01DC","J01DC12","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Second-generation cephalosporins"
"CHEMBL127643","quinisocaine","D","D04","D04A","D04AB","D04AB05","DERMATOLOGICALS","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","Anesthetics for topical use"
"CHEMBL1276663","cefozopran","J","J01","J01D","J01DE","J01DE03","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Fourth-generation cephalosporins"
"CHEMBL1278","naratriptan","N","N02","N02C","N02CC","N02CC02","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Selective serotonin (5HT1) agonists"
"CHEMBL1279","frovatriptan","N","N02","N02C","N02CC","N02CC07","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Selective serotonin (5HT1) agonists"
"CHEMBL128","sumatriptan","N","N02","N02C","N02CC","N02CC01","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Selective serotonin (5HT1) agonists"
"CHEMBL1282","imiquimod","D","D06","D06B","D06BB","D06BB10","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","CHEMOTHERAPEUTICS FOR TOPICAL USE","Antivirals"
"CHEMBL12856","amrinone","C","C01","C01C","C01CE","C01CE01","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES","Phosphodiesterase inhibitors"
"CHEMBL1286","levetiracetam","N","N03","N03A","N03AX","N03AX14","NERVOUS SYSTEM","ANTIEPILEPTICS","ANTIEPILEPTICS","Other antiepileptics"
"CHEMBL1287853","fedratinib","L","L01","L01X","L01XE","L01XE57","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL1288810","levodropropizine","R","R05","R05D","R05DB","R05DB27","RESPIRATORY SYSTEM","COUGH AND COLD PREPARATIONS","COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS","Other cough suppressants"
"CHEMBL1289","haloprogin","D","D01","D01A","D01AE","D01AE11","DERMATOLOGICALS","ANTIFUNGALS FOR DERMATOLOGICAL USE","ANTIFUNGALS FOR TOPICAL USE","Other antifungals for topical use"
"CHEMBL1289110","tianeptine","N","N06","N06A","N06AX","N06AX14","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Other antidepressants"
"CHEMBL1289494","tivozanib","L","L01","L01X","L01XE","L01XE34","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL1289601","lenvatinib","L","L01","L01X","L01XE","L01XE29","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL1289779","etizolam","N","N05","N05B","N05BA","N05BA19","NERVOUS SYSTEM","PSYCHOLEPTICS","ANXIOLYTICS","Benzodiazepine derivatives"
"CHEMBL1289926","axitinib","L","L01","L01X","L01XE","L01XE17","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL129","zidovudine","J","J05","J05A","J05AF","J05AF01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Nucleoside and nucleotide reverse transcriptase inhibitors"
"CHEMBL1290","penbutolol","C","C07","C07A","C07AA","C07AA23","CARDIOVASCULAR SYSTEM","BETA BLOCKING AGENTS","BETA BLOCKING AGENTS","Beta blocking agents, non-selective"
"CHEMBL1291","metipranolol","S","S01","S01E","S01ED","S01ED04","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Beta blocking agents"
"CHEMBL1291","metipranolol, combinations","S","S01","S01E","S01ED","S01ED54","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Beta blocking agents"
"CHEMBL1292","clofazimine","J","J04","J04B","J04BA","J04BA01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOBACTERIALS","DRUGS FOR TREATMENT OF LEPRA","Drugs for treatment of lepra"
"CHEMBL1293","betacarotene","A","A11","A11C","A11CA","A11CA02","ALIMENTARY TRACT AND METABOLISM","VITAMINS","VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","Vitamin A, plain"
"CHEMBL1293","betacarotene","D","D02","D02B","D02BB","D02BB01","DERMATOLOGICALS","EMOLLIENTS AND PROTECTIVES","PROTECTIVES AGAINST UV-RADIATION","Protectives against UV-radiation for systemic use"
"CHEMBL1294","quinidine, combinations excl. psycholeptics","C","C01","C01B","C01BA","C01BA51","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","ANTIARRHYTHMICS, CLASS I AND III","Antiarrhythmics, class Ia"
"CHEMBL1294","quinidine","C","C01","C01B","C01BA","C01BA01","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","ANTIARRHYTHMICS, CLASS I AND III","Antiarrhythmics, class Ia"
"CHEMBL1294","quinidine, combinations with psycholeptics","C","C01","C01B","C01BA","C01BA71","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","ANTIARRHYTHMICS, CLASS I AND III","Antiarrhythmics, class Ia"
"CHEMBL12948","semustine","L","L01","L01A","L01AD","L01AD03","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ALKYLATING AGENTS","Nitrosoureas"
"CHEMBL1295","butoconazole","G","G01","G01A","G01AF","G01AF15","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Imidazole derivatives"
"CHEMBL1296","cefotiam","J","J01","J01D","J01DC","J01DC07","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Second-generation cephalosporins"
"CHEMBL1297","fenoprofen","M","M01","M01A","M01AE","M01AE04","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Propionic acid derivatives"
"CHEMBL13","metoprolol","C","C07","C07A","C07AB","C07AB02","CARDIOVASCULAR SYSTEM","BETA BLOCKING AGENTS","BETA BLOCKING AGENTS","Beta blocking agents, selective"
"CHEMBL130","chloramphenicol","G","G01","G01A","G01AA","G01AA05","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Antibiotics"
"CHEMBL130","chloramphenicol","S","S03","S03A","S03AA","S03AA08","SENSORY ORGANS","OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","ANTIINFECTIVES","Antiinfectives"
"CHEMBL130","chloramphenicol","J","J01","J01B","J01BA","J01BA01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","AMPHENICOLS","Amphenicols"
"CHEMBL130","chloramphenicol","S","S02","S02A","S02AA","S02AA01","SENSORY ORGANS","OTOLOGICALS","ANTIINFECTIVES","Antiinfectives"
"CHEMBL130","chloramphenicol","D","D10","D10A","D10AF","D10AF03","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Antiinfectives for treatment of acne"
"CHEMBL130","chloramphenicol","D","D06","D06A","D06AX","D06AX02","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"CHEMBL130","chloramphenicol","S","S01","S01A","S01AA","S01AA01","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFECTIVES","Antibiotics"
"CHEMBL1303","rotigotine","N","N04","N04B","N04BC","N04BC09","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"CHEMBL1305","antazoline","R","R06","R06A","R06AX","R06AX05","RESPIRATORY SYSTEM","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","Other antihistamines for systemic use"
"CHEMBL1305","antazoline","R","R01","R01A","R01AC","R01AC04","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Antiallergic agents, excl. corticosteroids"
"CHEMBL1306","terconazole","G","G01","G01A","G01AG","G01AG02","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Triazole derivatives"
"CHEMBL1308","fomepizole","V","V03","V03A","V03AB","V03AB34","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Antidotes"
"CHEMBL130880","ipidacrine","N","N06","N06D","N06DA","N06DA05","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTI-DEMENTIA DRUGS","Anticholinesterases"
"CHEMBL131","prednisolone","A","A07","A07E","A07EA","A07EA01","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFLAMMATORY AGENTS","Corticosteroids acting locally"
"CHEMBL131","prednisolone","H","H02","H02A","H02AB","H02AB06","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","CORTICOSTEROIDS FOR SYSTEMIC USE","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","Glucocorticoids"
"CHEMBL131","prednisolone","C","C05","C05A","C05AA","C05AA04","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","Corticosteroids"
"CHEMBL131","prednisolone","S","S01","S01C","S01CB","S01CB02","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION","Corticosteroids/antiinfectives/mydriatics in combination"
"CHEMBL131","prednisolone, combinations","A","A01","A01A","A01AC","A01AC54","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Corticosteroids for local oral treatment"
"CHEMBL131","prednisolone","S","S01","S01B","S01BA","S01BA04","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFLAMMATORY AGENTS","Corticosteroids, plain"
"CHEMBL131","prednisolone","S","S03","S03B","S03BA","S03BA02","SENSORY ORGANS","OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","CORTICOSTEROIDS","Corticosteroids"
"CHEMBL131","prednisolone","S","S02","S02B","S02BA","S02BA03","SENSORY ORGANS","OTOLOGICALS","CORTICOSTEROIDS","Corticosteroids"
"CHEMBL131","prednisolone","R","R01","R01A","R01AD","R01AD02","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"CHEMBL131","prednisolone","D","D07","D07X","D07XA","D07XA02","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","Corticosteroids, weak, other combinations"
"CHEMBL131","prednisolone","D","D07","D07A","D07AA","D07AA03","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, weak (group I)"
"CHEMBL131","prednisolone, combinations","R","R01","R01A","R01AD","R01AD52","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"CHEMBL1311","isosorbide mononitrate","C","C01","C01D","C01DA","C01DA14","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","VASODILATORS USED IN CARDIAC DISEASES","Organic nitrates"
"CHEMBL1314","tiopronin","G","G04","G04B","G04BX","G04BX16","GENITO URINARY SYSTEM AND SEX HORMONES","UROLOGICALS","UROLOGICALS","Other urologicals"
"CHEMBL1318150","aspoxicillin","J","J01","J01C","J01CA","J01CA19","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Penicillins with extended spectrum"
"CHEMBL1318341","meticrane","C","C03","C03B","C03BA","C03BA09","CARDIOVASCULAR SYSTEM","DIURETICS","LOW-CEILING DIURETICS, EXCL. THIAZIDES","Sulfonamides, plain"
"CHEMBL13209","nitrazepam","N","N05","N05C","N05CD","N05CD02","NERVOUS SYSTEM","PSYCHOLEPTICS","HYPNOTICS AND SEDATIVES","Benzodiazepine derivatives"
"CHEMBL1321","procarbazine","L","L01","L01X","L01XB","L01XB01","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Methylhydrazines"
"CHEMBL1322884","phenothrin, combinations","P","P03","P03A","P03AC","P03AC53","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
"CHEMBL1322884","phenothrin","P","P03","P03A","P03AC","P03AC03","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
"CHEMBL1323","darunavir","J","J05","J05A","J05AE","J05AE10","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"CHEMBL1324","tolcapone","N","N04","N04B","N04BX","N04BX01","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Other dopaminergic agents"
"CHEMBL132530","formestane","L","L02","L02B","L02BG","L02BG02","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ENDOCRINE THERAPY","HORMONE ANTAGONISTS AND RELATED AGENTS","Aromatase inhibitors"
"CHEMBL132767","trapidil","C","C01","C01D","C01DX","C01DX11","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","VASODILATORS USED IN CARDIAC DISEASES","Other vasodilators used in cardiac diseases"
"CHEMBL1328","pentagastrin","V","V04","V04C","V04CG","V04CG04","VARIOUS","DIAGNOSTIC AGENTS","OTHER DIAGNOSTIC AGENTS","Tests for gastric secretion"
"CHEMBL13280","flunitrazepam","N","N05","N05C","N05CD","N05CD03","NERVOUS SYSTEM","PSYCHOLEPTICS","HYPNOTICS AND SEDATIVES","Benzodiazepine derivatives"
"CHEMBL1328898","melevodopa","N","N04","N04B","N04BA","N04BA04","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopa and dopa derivatives"
"CHEMBL1328913","dimetacrine","N","N06","N06A","N06AA","N06AA18","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"CHEMBL13291","fludiazepam","N","N05","N05B","N05BA","N05BA17","NERVOUS SYSTEM","PSYCHOLEPTICS","ANXIOLYTICS","Benzodiazepine derivatives"
"CHEMBL1329455","molsidomine","C","C01","C01D","C01DX","C01DX12","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","VASODILATORS USED IN CARDIAC DISEASES","Other vasodilators used in cardiac diseases"
"CHEMBL1330588","methylthiouracil","H","H03","H03B","H03BA","H03BA01","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","THYROID THERAPY","ANTITHYROID PREPARATIONS","Thiouracils"
"CHEMBL1330792","acetarsol","P","P01","P01C","P01CD","P01CD02","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","Arsenic compounds"
"CHEMBL1330792","acetarsol","G","G01","G01A","G01AB","G01AB01","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Arsenic compounds"
"CHEMBL1330792","acetarsol","A","A07","A07A","A07AX","A07AX02","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFECTIVES","Other intestinal antiinfectives"
"CHEMBL1331216","hyoscyamine","A","A03","A03B","A03BA","A03BA03","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, tertiary amines"
"CHEMBL1332032","triflusal","B","B01","B01A","B01AC","B01AC18","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Platelet aggregation inhibitors excl. heparin"
"CHEMBL1332546","butamirate","R","R05","R05D","R05DB","R05DB13","RESPIRATORY SYSTEM","COUGH AND COLD PREPARATIONS","COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS","Other cough suppressants"
"CHEMBL1334078","sodium hypochlorite","D","D08","D08A","D08AX","D08AX07","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Other antiseptics and disinfectants"
"CHEMBL1334692","lonazolac","M","M01","M01A","M01AB","M01AB09","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Acetic acid derivatives and related substances"
"CHEMBL1336","sorafenib","L","L01","L01X","L01XE","L01XE05","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL1337","nitisinone","A","A16","A16A","A16AX","A16AX04","ALIMENTARY TRACT AND METABOLISM","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS","Various alimentary tract and metabolism products"
"CHEMBL1339216","phenyl salicylate","G","G04","G04B","G04BX","G04BX12","GENITO URINARY SYSTEM AND SEX HORMONES","UROLOGICALS","UROLOGICALS","Other urologicals"
"CHEMBL134","clonidine","S","S01","S01E","S01EA","S01EA04","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Sympathomimetics in glaucoma therapy"
"CHEMBL134","clonidine","C","C02","C02A","C02AC","C02AC01","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, CENTRALLY ACTING","Imidazoline receptor agonists"
"CHEMBL134","clonidine","N","N02","N02C","N02CX","N02CX02","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Other antimigraine preparations"
"CHEMBL1341","methoxyflurane","N","N02","N02B","N02BG","N02BG09","NERVOUS SYSTEM","ANALGESICS","OTHER ANALGESICS AND ANTIPYRETICS","Other analgesics and antipyretics"
"CHEMBL134561","iclaprim","J","J01","J01E","J01EA","J01EA03","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Trimethoprim and derivatives"
"CHEMBL1346","darifenacin","G","G04","G04B","G04BD","G04BD10","GENITO URINARY SYSTEM AND SEX HORMONES","UROLOGICALS","UROLOGICALS","Drugs for urinary frequency and incontinence"
"CHEMBL1349","valaciclovir","J","J05","J05A","J05AB","J05AB11","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Nucleosides and nucleotides excl. reverse transcriptase inhibitors"
"CHEMBL1349073","efloxate","C","C01","C01D","C01DX","C01DX13","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","VASODILATORS USED IN CARDIAC DISEASES","Other vasodilators used in cardiac diseases"
"CHEMBL134920","azanidazole","P","P01","P01A","P01AB","P01AB04","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES","Nitroimidazole derivatives"
"CHEMBL134920","azanidazole","G","G01","G01A","G01AF","G01AF13","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Imidazole derivatives"
"CHEMBL135","estradiol, combinations","G","G03","G03C","G03CA","G03CA53","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ESTROGENS","Natural and semisynthetic estrogens, plain"
"CHEMBL135","estradiol","G","G03","G03C","G03CA","G03CA03","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ESTROGENS","Natural and semisynthetic estrogens, plain"
"CHEMBL1350","tiludronic acid","M","M05","M05B","M05BA","M05BA05","MUSCULO-SKELETAL SYSTEM","DRUGS FOR TREATMENT OF BONE DISEASES","DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION","Bisphosphonates"
"CHEMBL1351","carboplatin","L","L01","L01X","L01XA","L01XA02","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Platinum compounds"
"CHEMBL1353","sodium bicarbonate","B","B05","B05X","B05XA","B05XA02","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","I.V. SOLUTION ADDITIVES","Electrolyte solutions"
"CHEMBL1353","sodium bicarbonate","B","B05","B05C","B05CB","B05CB04","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","IRRIGATING SOLUTIONS","Salt solutions"
